"328","TRX062024.0110","BR020","31000","0000-00-00 00:00:00"
"329","TRX062024.0111","BR152","3000","0000-00-00 00:00:00"
"330","TRX062024.0112","BR006","15000","0000-00-00 00:00:00"
"331","TRX062024.0112","BR011","33000","0000-00-00 00:00:00"
"332","TRX062024.0113","BR053","3000","0000-00-00 00:00:00"
"333","TRX062024.0114","BR011","68000","0000-00-00 00:00:00"
"334","TRX062024.0114","BR220","15000","0000-00-00 00:00:00"
"335","TRX062024.0114","BR241","11000","0000-00-00 00:00:00"
"336","TRX062024.0115","BR154","240000","0000-00-00 00:00:00"
"337","TRX062024.0115","BR153","12000","0000-00-00 00:00:00"
"338","TRX062024.0115","BR018","22000","0000-00-00 00:00:00"
"339","TRX062024.0115","BR017","28000","0000-00-00 00:00:00"
"340","TRX062024.0115","BR241","11000","0000-00-00 00:00:00"
"341","TRX062024.0115","BR235","11000","2024-06-13 11:26:38"
"342","TRX062024.0116","BR018","21000","0000-00-00 00:00:00"
"343","TRX062024.0117","BR147","9000","0000-00-00 00:00:00"
"344","TRX062024.0118","BR235","11000","0000-00-00 00:00:00"
"345","TRX062024.0119","BR006","15000","0000-00-00 00:00:00"
"346","TRX062024.0120","BR164","10000","0000-00-00 00:00:00"
"347","TRX062024.0120","BR170","15000","0000-00-00 00:00:00"
"348","TRX062024.0120","BR022","51000","0000-00-00 00:00:00"
"349","TRX062024.0120","BR009","102000","0000-00-00 00:00:00"
"350","TRX062024.0120","BR013","39000","0000-00-00 00:00:00"
"351","TRX062024.0120","BR018","21000","0000-00-00 00:00:00"
"352","TRX062024.0120","BR161","12000","0000-00-00 00:00:00"
"353","TRX062024.0120","BR159","7000","0000-00-00 00:00:00"
"354","TRX062024.0120","BR006","45000","0000-00-00 00:00:00"
"355","TRX062024.0120","BR021","25000","0000-00-00 00:00:00"
"356","TRX062024.0120","BR117","5000","0000-00-00 00:00:00"
"357","TRX062024.0121","BR117","1200","0000-00-00 00:00:00"
"358","TRX062024.0121","BR254","3000","0000-00-00 00:00:00"
"359","TRX062024.0122","BR172","3000","0000-00-00 00:00:00"
"360","TRX062024.0122","BR152","6000","0000-00-00 00:00:00"
"361","TRX062024.0123","BR011","34000","0000-00-00 00:00:00"
"362","TRX062024.0124","BR025","40000","0000-00-00 00:00:00"
"363","TRX062024.0125","BR006","17000","0000-00-00 00:00:00"
"364","TRX062024.0125","BR252","35000","0000-00-00 00:00:00"
"365","TRX062024.0125","BR241","11000","0000-00-00 00:00:00"
"366","TRX062024.0126","BR176","3000","0000-00-00 00:00:00"
"367","TRX062024.0127","BR220","15000","0000-00-00 00:00:00"
"368","TRX062024.0128","BR152","6000","0000-00-00 00:00:00"
"369","TRX062024.0128","BR175","3000","0000-00-00 00:00:00"
"370","TRX062024.0129","BR013","78000","0000-00-00 00:00:00"
"371","TRX062024.0130","BR018","21000","0000-00-00 00:00:00"
"372","TRX062024.0131","BR168","3000","0000-00-00 00:00:00"
"373","TRX062024.0131","BR010","28000","0000-00-00 00:00:00"
"374","TRX062024.0131","BR152","3000","0000-00-00 00:00:00"
"375","TRX062024.0132","BR168","3000","0000-00-00 00:00:00"
"376","TRX062024.0132","BR014","45000","0000-00-00 00:00:00"
"377","TRX062024.0133","BR168","3000","0000-00-00 00:00:00"
"378","TRX062024.0133","BR009","35000","0000-00-00 00:00:00"
"379","TRX062024.0133","BR152","3000","0000-00-00 00:00:00"
"380","TRX062024.0134","BR177","25000","0000-00-00 00:00:00"
"381","TRX062024.0134","BR076","7000","0000-00-00 00:00:00"
"382","TRX062024.0135","BR177","50000","0000-00-00 00:00:00"
"383","TRX062024.0136","BR006","15000","0000-00-00 00:00:00"
"384","TRX062024.0137","BR065","88000","0000-00-00 00:00:00"
"385","TRX062024.0138","BR026","30000","0000-00-00 00:00:00"
"386","TRX062024.0138","BR253","13000","0000-00-00 00:00:00"
"387","TRX062024.0139","BR266","8000","0000-00-00 00:00:00"
"388","TRX062024.0140","BR239","44000","0000-00-00 00:00:00"
"389","TRX062024.0141","BR267","25000","0000-00-00 00:00:00"
"390","TRX062024.0142","BR175","3000","0000-00-00 00:00:00"
"391","TRX062024.0142","BR149","8000","0000-00-00 00:00:00"
"392","TRX062024.0142","BR218","15000","0000-00-00 00:00:00"
"393","TRX062024.0142","BR022","51000","0000-00-00 00:00:00"
"394","TRX062024.0142","BR170","3000","0000-00-00 00:00:00"
"395","TRX062024.0142","BR009","102000","0000-00-00 00:00:00"
"396","TRX062024.0142","BR101","1000","0000-00-00 00:00:00"
"397","TRX062024.0142","BR164","5000","0000-00-00 00:00:00"
"398","TRX062024.0142","BR250","60000","0000-00-00 00:00:00"
"399","TRX062024.0142","BR230","37000","0000-00-00 00:00:00"
"400","TRX062024.0142","BR013","39000","0000-00-00 00:00:00"
"401","TRX062024.0142","BR154","6000","0000-00-00 00:00:00"
"402","TRX062024.0143","BR152","3000","0000-00-00 00:00:00"
"403","TRX062024.0143","BR134","8000","0000-00-00 00:00:00"
"404","TRX062024.0143","BR121","9000","0000-00-00 00:00:00"
"405","TRX062024.0143","BR147","9000","0000-00-00 00:00:00"
"406","TRX062024.0144","BR026","30000","0000-00-00 00:00:00"
"407","TRX062024.0145","BR091","9000","0000-00-00 00:00:00"
"408","TRX062024.0145","BR153","3000","0000-00-00 00:00:00"
"409","TRX062024.0146","BR153","42000","0000-00-00 00:00:00"
"410","TRX062024.0146","BR117","28800","0000-00-00 00:00:00"
"411","TRX062024.0146","BR093","19200","0000-00-00 00:00:00"
"412","TRX062024.0147","BR163","52000","0000-00-00 00:00:00"
"413","TRX062024.0148","BR025","80000","0000-00-00 00:00:00"
"414","TRX062024.0148","BR011","34000","0000-00-00 00:00:00"
"415","TRX062024.0148","BR022","18000","0000-00-00 00:00:00"
"416","TRX062024.0148","BR006","17000","0000-00-00 00:00:00"
"417","TRX062024.0149","BR168","3000","0000-00-00 00:00:00"
"418","TRX062024.0150","BR220","17000","0000-00-00 00:00:00"
"419","TRX062024.0150","BR019","26000","0000-00-00 00:00:00"
"420","TRX062024.0151","BR178","40000","0000-00-00 00:00:00"
"421","TRX062024.0151","BR256","25000","0000-00-00 00:00:00"
"422","TRX062024.0152","BR256","25000","0000-00-00 00:00:00"
"423","TRX062024.0153","BR268","235000","0000-00-00 00:00:00"
"424","TRX062024.0154","BR269","130000","0000-00-00 00:00:00"
"425","TRX062024.0155","BR022","18000","0000-00-00 00:00:00"
"426","TRX062024.0156","BR270","158000","0000-00-00 00:00:00"
"427","TRX062024.0157","BR149","8000","0000-00-00 00:00:00"
"428","TRX062024.0157","BR117","2000","0000-00-00 00:00:00"
